tweet_id,content,post_date,relevant,final_stance,final_sentiment,final_children
D1324,"Será suspenso o passaporte da vacina por recomendação do Comitê Científico! ",2022-04-25,1,unclear,unclear,false
D903,"Reforço as palavras!",2022-09-21,0,,,
B28732,"Bolsonaro criou uma persona para agradar evangélicos.\n\nO verdadeiro Jair defende planejamento familiar, pílula do dia seguinte e acredita q o aborto é decisão do casal.\nPosicionamentos q podem ser confirmados em entrevistas e discursos no Congresso\n\n#hipocrisia #DebateNaGlobo",2022-10-29,0,,,
B29093,"Hoje completam 9 meses da chacina do Jacarezinho, q vitimou 29 pessoas. \n\nA chacina do Jacarezinho foi uma expressão cruel da pobreza e da miséria. Uma chacina como essa não acontece em bairros nobres, ela acontece nos mesmos espaços que a fome adentra!",2022-02-06,0,,,
B29227,"“Aborto sem ter vergonha”\n\nVocê concorda? ",2022-04-06,0,,,
D84,"A Anvisa autorizou o uso de Coronavac para crianças e cancelou o registro do spray israelense contra a Covid-19. A alegação para proibir o segundo é que faltam estudos que comprovem a eficácia. Será que usaram o mesmo critério de eficácia para aprovar a Coronavac?",2022-01-20,1,unfavorable,negative,true
D1003,"Precisamos retomar com força as medidas de segurança contra a covid-19 e agora contra a h3n2 também. Gente, essas doenças são sérias além de extremamente contagiosas separadas, imagine juntas? Tome sua #vacina, mantenha a distância e evite aglomeração. ",2022-01-08,1,favorable,negative,false
D20,"Prefeito libera festas em Cabedelo com aglomeração e sem segurança sanitária  e ainda comparece gripado.  No final quem vai tratar os contaminados serão os municípios vizinhos. ",2022-01-09,0,,,
D808,"Na próxima segunda-feira (24/01), vamos iniciar a vacinação de crianças de 5 a 11 anos restritas ao leito. Cerca de 120 meninos e meninas sinalizaram a condição, no ato do cadastro, e serão atendidos em domicílio pelas nossas equipes, que atuam das 8h às 17h. ",2022-01-21,1,favorable,positive,true
B28787,"São Paulo vacinou 60% das crianças (5-11anos) — já superamos Canadá (54%), Austrália (47%), Itália (36%) e EUA (32%).\n\n86% da população paulista está imunizada com as duas doses.",2022-02-16,1,favorable,positive,true
D1214,"A vacina contra covid-19 para crianças com 5 anos completos e para adultos continua sendo aplicada em Belém. A partir de hoje, também para todos os imunocomprometidos acima de 18 anos de idade, 4 meses depois da 3° dose. Confira os pontos de vacinação: ",2022-02-01,1,favorable,positive,true
D1068,"SAÚDE: aprovamos hoje a Medida Provisória que garante que os planos de saúde ofertem o tratamento para câncer, via oral, domiciliar. Essa é uma vitória para as pessoas que já sofrem com essa doença tão cruel.",2022-02-10,0,,,
D711,"Vamos assegurar a proteção de nossas crianças! Vacinas salvam vidas e contribuem com um desenvolvimento saudável! 🙌🏼",2022-09-22,1,favorable,positive,true
D171,"A Anvisa acaba de autorizar a vacinação emergencial das crianças de 3 a 5 anos com a CoronaVac, imunizante do Instituto Butantam extremamente importante para proteção das nossas crianças! ",2022-07-14,1,favorable,positive,true
D585,"Vale destacar que os PMs que atuam no #CidadeIntegrada, que vem sendo implementado no Jacarezinho, não usam o equipamento e que os recursos estão liberados para todo o estado, mas ainda não há cronograma para a ampliação da medida.",2022-02-21,0,,,
B29226,"Boa tarde, meus amigos! \n\nO autismo está entre as prioridades nosso mandato ✅\n\nConfira o Projeto de Lei que protocolei:  prevê penalidades às pessoas que discriminarem autistas👇\n\n",2022-05-18,0,,,
B28618,"O importante é que todo mundo mantenha as doses em dia! 🤜🤛 \n\n📂 Para saber sobre a documentação, consulte o Conecta Recife.\n\nBora vacinar, Recife! ✊💉",2022-06-20,1,favorable,positive,false
D855,"@netoruy @saudepoa Bom dia Ruy! Quem foi vacinado com a Janssen está disponível, somente para Imunocomprometidos, a terceira dose de qualquer vacina. Demais públicos (vacinados com a Janssen) não há previsão da terceira dose. Abraço.",2022-04-18,1,favorable,unclear,false
D857,"Ficará mantida a obrigatoriedade no transporte coletivo e nos estabelecimentos de saúde. Os detalhes e recomendações estarão no decreto, que passa a valer a partir da publicação.",2022-03-18,0,,,
D604,"Emocionada em saber que as primeiras crianças brasileiras estão sendo vacinadas. Aqui no Rio a primeira criança vacinada foi uma menina indígena de 8 anos, em Maricá. Vacinas salvam vidas! Vacinem nossas crianças!",2022-01-15,1,favorable,positive,true
D672,"O STJ decidiu que planos de saúde só vão oferecer aos usuários os procedimentos listados pela ANS (o chamado rol taxativo). Com isso, as operadoras poderão rejeitar tratamentos para autistas, PCD, doenças raras e câncer. Não é exagero dizer que o rol taxativo mata.🧶",2022-06-13,0,,,
D906,"“As pessoas mais pobres estão comendo comida de baixa qualidade porque é mais barato”, diz o economista Arnoldo de Campos, ex-secretário nacional de Segurança Alimentar e Nutricional.",2022-07-29,0,,,
D569,"Domingo é dia das mães e no Jacarezinho 28 mães choram a dor da perda precoce de seus filhos. 28 jovens assassinados na mais cruel chacina que o Rio de Janeiro já viu. Hoje meu desejo é um abraço em cada um dessas mães e justiça para elas e seus filhos.",2022-05-06,0,,,
D1158,"@lilianpedroso16 @prefeiturabelem @GovernoPara Estamos aguardando o repasse das vacinas pelo Estado para anunciar o cronograma. #EquipeEd",2022-11-11,1,favorable,negative,false
B30244,"Galera, papo sério !!!\nVamos atualizar as doses da 💉 vacina!\nÉ muito importante pra você e para as pessoas que vc convive.\nO número de pessoas infectadas e na UTI voltaram a subir. \nEntão bora fazer a nossa parte !!!",2022-11-23,1,favorable,negative,false
B29837,"VACINA E TESTE MAIS PRÓXIMOS DAS PESSOAS!\n\nNós acreditamos na força de trabalhar juntos pela população. \n\nEncaminhamos um ofício sugerindo o trabalho conjunto das secretarias de Saúde e Educação. \n\nA ideia é que a testagem e a vacinação contra a Covid possa ser feita nas escolas. ",2022-01-26,1,favorable,positive,true
D608,"Orgulho da @fiocruz, da ciência, dos pesquisadores, de todos aqueles que têm compromisso com a vida. Parabéns, Fiocruz!",2022-01-08,0,,,
B27965,"Análise absolutamente impecável do @RicaPerrone sobre a hipocrisia do uso das máscaras, já passou da hora de Minas Gerais revogar a obrigatoriedade do uso das mesmas. \n",2022-03-07,0,,,
D1052,"Participo agora, na companhia do secretário @rossieli , da assinatura da Carta Compromisso Pela Vacinação de Crianças e Adolescentes nas Escolas, promovido pelas entidades estudantis @uneoficial @ubesoficial @anpg @ueesp @UPESSP @Umes_sp. Educação, Ciência e Democracia! 💉💉💉 ",2022-02-18,1,favorable,positive,true
D156,"@onakadoacre @jorgeviana @GladsonCameli Dialogamos com toda a esquerda.  Mas, nem todos se dispuseram a caminhar conosco. Não podemos forçar ou obrigar ninguém a estar aonde ou com quem não se quer estar...",2022-08-06,0,,,
D1274,"@FlaviusJon @CancerJack Obrigada, Jon! E Russel, vem ver nosso site:  Lá tem todas as informações! Também tem as redes sociais e qualquer dúvida, estou disponível para conversar também 😊",2022-09-26,0,,,
B31035,"Com a chegada de mais doses da vacina contra a Covid-19, avançaremos na vacinação das crianças de 8 e 9 anos sem comorbidades. 💉✨\n\n🗓 De 01/02 a 04/02\n\nConfira na sequência os pontos de vacinação 👇 ",2022-01-31,1,favorable,positive,true
D69,"@Rconstantino A Bahia governada pelo PT já voltou a obrigar o uso de máscara, imagina o que esse bandido não vai querer fazer nacionalmente! A luta pela liberdade!",2022-11-30,0,,,
D1074,"Estava arrumando as coisas por aqui e ouvindo as notícias e por um segundo achei que ainda era o JN e que eles estavam comentando outros conflitos com profunda crise humanitária além da Ucrânia",2022-03-16,0,,,
D387,"Estamos cobrando formalmente do @minsaude o envio de novas doses de Coronavac para nossas crianças de 3 e 4 anos. É um absurdo ter que suspender a vacinação desse grupo por falta de planejamento nacional na aquisição e distribuição de vacinas. ➡️",2022-11-07,1,favorable,negative,true
B30108,"Cadê o diretor da Polícia Rodovia Federal hoje, desbaratando essa patifaria de meia dúzia de vagabundos travestidos de caminhoneiros?\n\nÉ valentão com o povo pobre que queria votar, mas TCHUTCHUCA com golpista?",2022-10-31,0,,,
D1318,"Bora Vacinar!!!!! ",2022-07-14,1,favorable,positive,false
D275,"Mas imunizaram nossa cidade com toda disposição do mundo ",2022-05-12,1,unclear,positive,false
D272,"Durante a campanha essa foi uma das nossas principais propostas: ampliar o Cerco Inteligente para o reconhecimento facial. Fomos criticados pela ideia, mas sempre soube que era possivel! O combate ao crime e o reforço na seguranca passam pela tecnologia e inteligência. ",2022-02-03,0,,,
D1278,"É superimportante termos mães na política! Com muita luta, atuei junto a outras mães e entidades para colocar as grávidas e lactantes como grupo prioritário da vacinação contra Covid no pico da pandemia. Seguimos juntas pela defesa das mulheres, mães, meninas e crianças!",2022-08-27,1,favorable,positive,true
D816,"Desde o início da campanha, temos dedicado todo o nosso esforço em garantir que a vacina chegue a cada fortalezense. Até hoje, mais de 4,7 milhões de doses já foram aplicadas, incluindo 1ª, 2ª dose e dose de reforço. E seguiremos avançando.",2022-01-18,1,favorable,positive,false
D905,"Embora as vacinas sejam aplicadas gratuitamente nos postos de saúde da rede pública, a imunização infantil vem caindo de forma vertiginosa no Brasil e hoje se encontra nos níveis mais baixos dos últimos 30 anos. ",2022-07-29,1,favorable,negative,false
D1047,"O ministro de Ciência e Tecnologia do pior orçamento da última década do CNPq, irrelevante na pesquisa durante uma pandemia, foi à rede nacional mentir deslavadamente. Se o Brasil tem vacina, não se deve ao governo Bolsonaro. E se ainda tem cientistas, não se deve ao astronauta.",2022-03-30,1,favorable,negative,false
D683,"Os cortes somam quase R$ 3,2 bilhões no orçamento de 2022 e atingem diretamente a população mais pobre, justamente os que mais precisam do acolhimento neste momento de crise sanitária e fiscal.",2022-01-27,0,,,
D1404,"Prova disto foi o Portal VacinAju, que nos possibilitou gerenciar a vacinação contra a covid-19, com a eficácia que o momento exige, ao mesmo tempo em que facilitou o acesso ao imunizante e às informações da campanha municipal à população.",2022-02-02,1,favorable,positive,false
B29730,"As UBS e os hospitais estão superlotados. Os números de contaminados por Covid e gripe só crescem, e como sempre, os mais pobres sofrem muito mais.\nBolsonaristas são contra a vacinação das crianças para Covid. É inaceitável sua campanha contra a ciência!\n\n",2022-01-05,1,favorable,negative,true
D762,"É muito importante manter o cartão de vacinação atualizado para a própria proteção e para a imunização coletiva. Vacinas salvam vidas!",2022-05-07,1,favorable,positive,false
D992,"Grave! Dados pessoais de médicos que defendem a vacinação infantil foram vazados na internet. No governo Bolsonaro não há segurança nenhuma do uso dos nossos dados pessoais. ",2022-01-06,1,unclear,negative,true
B30771,"4- Já um estudo realizado no Chile mostra que a taxa de mortalidade para cada 100 mil pessoas não-vacinas é 3.256. Para pessoas com a terceira dose é 0.13!\n\n5-  No Hospital das clínicas em SP não ocorreu casos de internação com pessoas que tomaram a terceira dose.",2022-02-02,1,favorable,positive,false
D247,"Um país, isoladamente, ñ pode decretar o término da situação global de emergência sanitária. Mas mesmo assim, Queiroga anuncia mais um retrocesso no combate à Covid, confirmando o negacionismo desse governo q desde o início ñ se importou com a doença e nem com a vida das pessoas.",2022-04-18,0,,,
D280,"Amanhã será mais um grande dia de vacinar nossas crianças! Em todas as regiões. Bóra, pais! ",2022-02-11,1,favorable,positive,true
B29190,"Se o rol for considerado taxativo, haverá limitação de terapias, o que prejudicaria o atendimento de pacientes de doenças terminais ou degenerativas, como o câncer, por exemplo.\nÉ um completo absurdo!\nFalamos sobre este tema no plenário da Assembleia: \n",2022-02-26,0,,,
D1106,"Bom dia, pessoal. A partir de hoje a @PMMacapa passa a aplicar a 4ª dose da vacina contra a Covid-19 também em gestantes, puérperas e lactantes imunossuprimidas, segundo determinação do Ministério da Saúde. Bora se vacinar! 💉💪",2022-02-12,1,favorable,positive,true
D939,"Após morte de Bruno Pereira e Dom Phillips, ONU pede proteção a ativistas e reforço na Funai ",2022-06-16,0,,,
D1423,"VACINAÇÃO! Com muita alegria, tomei a terceira dose contra a #COVID19! A vacina protege a gente, nossos familiares e as pessoas ao redor. Quando chegar a sua vez, vacine-se, o coronavírus e suas variantes ainda estão atingindo a população.",2022-01-11,1,favorable,positive,false
D590,"Sabe o jovem negro Yago de Souza que foi preso no Jacarezinho c/ um saco de pão? Ele passou fome no presídio. O racismo quando não tira a vida dos nossos jovens negros, mata lentamente de fome e de humilhação. Yago ainda terá que cumprir medidas cautelares e provar sua inocência.",2022-02-09,0,,,
D81,"Rainha Elizabeth tomando ivermectina? ",2022-02-21,1,unclear,unclear,false
D404,"💉😷 Mas não podemos descuidar! É preciso ouvir a ciência e tomar a dose de vacina sempre que for liberada na sua faixa etária, fazer teste se tiver sintomas gripais ou contato com algum infectado, cumprir isolamento se der positivo. Máscara e álcool 70 continuam grandes aliados! ",2022-03-28,1,favorable,positive,false
D774,"Gente de Fortaleza, neste sábado (02/04), iniciaremos a aplicação da 4ª dose contra a Covid-19 em idosos acima de 80 anos. Aqueles que tomaram a 3ª dose há pelo menos quatro meses já estão aptos a receber novamente o imunobiológico.",2022-03-30,1,favorable,positive,false
D869,"Entre as medidas para qualificar o atendimento, será lançado o Instituto de Governança e Controle do Câncer pelo City Cancer Challenge (C/Can), com o apoio da Prefeitura. O objetivo é tornar a capital gaúcha referência em diagnóstico e tratamento da doença.",2022-02-04,0,,,
B30774,"A resolução é da Secretaria de Educação do Estado e saiu no Diário Oficial nesse último sábado.  \n\nA apresentação do comprovante vale para a vacina da Covid-19, bem como as demais vacinas recomendadas pelas autoridades sanitárias.➡️",2022-01-31,1,favorable,positive,true
D1215,"A vacinação pediátrica contra covid-19 para crianças de 6 a 11 anos de idade (nascidas entre 2010 a 2015) com a 1° dose da CORONAVAC continua em Belém até sexta, 28 de janeiro, nos 18 pontos pela cidade. A vacina é segura e foi aprovada pela Anvisa. Proteja seu filho ou filha!",2022-01-26,1,favorable,positive,true
D507,"#VacinaSalvaVidas Curitiba sempre acreditou na vacina como a ponte para os dias melhores, que, enfim, chegaram. Dos 15 leitos exclusivos de UTI para covid-19 na cidade hoje, 11 estão livres, enquanto na enfermaria, dos 55 leitos disponíveis, 43 estão vagos. (+)",2022-04-06,1,favorable,positive,false
B28687,"💉O imunizante será o da Pfizer e o intervalo para a 2ª dose, de 8 semanas.\n\n📄 Você pode conferir todos os detalhes sobre documentação no ",2022-01-15,1,favorable,positive,true
D1288,"As crianças não ficaram de fora. Inserimos no Quadro Estratégico a ampliação e modernização das campanhas de vacinação infantil no estado de São Paulo. O objetivo é combater a hesitação vacinal. Afinal, criança saudável, é criança vacinada!",2022-06-30,1,favorable,positive,true
D693,"O equipamento conta com quatro equipes de Saúde da Família e duas de Saúde Bucal. Esses profissionais estão preparados e capacitados para atendê-los nas consultas médicas e de enfermagem, na vacinação, na realização de curativos, prevenção ginecológica, entre outros serviços. ",2022-12-07,0,,,
D811,"O atendimento deste público ocorrerá simultaneamente à vacinação de crianças por idade.",2022-01-19,1,favorable,positive,true
D186,"O povo brasileiro não é negacionista e ignorante ! #VacinasSalvamVidas",2022-01-17,1,favorable,unclear,false
D537,"Uma menina de 10 anos foi estuprada por um familiar, engravidou mas teve seu direito ao aborto negado. Sem acompanhamento psicológico necessário, foi abusada de novo por outro familiar e aos 11 anos está grávida pela 2ª vez. É estarrecedor! Criança não é mãe!",2022-09-12,0,,,
D133,"Ladrões unidos. Viria a certeza da fraude eleitoral a audácia desses canalhas? #bolsonaro22 ",2022-03-31,0,,,
D290,"O pessoal em situação de rua da passarela teve ontem dia de piscina! Pra quem não sabe, ativamos uma piscina abandonada há anos ali do lado. Hoje damos aula de natação para crianças de comunidades do entorno e também crianças com autismo. Xô calor! ",2022-01-23,0,,,
D833,"Reforço na segurança! Entregamos mais 6 quadriciclos, 6 motos e 2 drones à Guarda Municipal para aumentar patrulhamento dos principais parques da Capital. Ampliação da frota tem investimento de quase R$ 900 mil em entrega do projeto POA Segura e recursos de emendas de vereadores. ",2022-11-30,0,,,
D7,"Os bons políticos precisam ser valorizados pelo caráter e pelo perfil de trabalho. Ângela Merkel , Boris Jhonson , Ronald Reagan são exemplos de bons políticos de direita. Obama , Nelson Mandela e Tony Blair na esquerda.  Partidos e suas ideologias não são maiores que PESSOAS !!!",2022-04-20,0,,,
B29759,"Você sabia? Rondônia e Autismo\n\nQue o Estado de Rondônia cobra taxa ILEGAL para segunda via de identidade de criança autista?\n\nO valor ilegal é de R$ 153,72. \n\nTodavia, o valor é vedado pela Lei nº 13.977, de 2020, que alterou a Lei nº 9.265, de 1996:",2022-11-24,0,,,
D525,"Terceiro dia de operação no Jacarezinho. Ontem ajudamos a encontrar um jovem que foi levado de casa e a família estava desesperada sem saber seu paradeiro. Hoje os moradores relatam a morte de uma pessoa. É o genocídio em curso. Nem 20 de novembro temos paz. Estamos acompanhando.",2022-11-20,0,,,
D1311,"O que você acha de cada criança que for vacinada contra a Covid-19 receber um livro de presente no estado de SP?",2022-01-21,1,favorable,positive,true
D925,"O Amazonas é um dos estados mais atrasado na vacinação com 2a dose. A nova variante da covid omicron, já chegou à Manaus. É urgente acelerar vacinação, inclusive as crianças acima de 5 anos, que o Bolsonaro e seu ministro da saúde não queriam vacinar. A vida em primeiro lugar.",2022-01-06,1,favorable,negative,true
D1398,"Para vcs entenderem, a @PrefAracaju autorizou que a obra de esgotamento sanitário acontecesse no local, mas que fosse feita por etapas justamente para gerar menos transtornos à população. Infelizmente, a Deso não respeitou este processo e quis realizar os serviços ao mesmo tempo.",2022-03-07,0,,,
D83,"Pronto! Agora vão inventar a epidemia do suco em pó para justificar mal súbito? ",2022-02-02,1,unfavorable,negative,false
D1303,"Após quase dois anos de pandemia e muitos testes preventivos realizados, hoje testei positivo para Covid-19 pela 1ª vez. Estou isolada e com sintomas leves porque já tomei as três doses da vacina. Cuidem-se!",2022-02-16,1,favorable,positive,false
D457,"As primeiras entregas de vacinas pediátricas da Pfizer foram marcadas por problemas em várias regiões do país durante o fim de semana, quando foi iniciada a imunização de crianças. O público é da faixa etária de 5 a 11 anos.",2022-01-17,1,unclear,positive,true
B29311,"Mais informações sobre lista de comorbidades e documentos comprobatórios estão disponíveis no Portal da Prefeitura. \n\n",2022-11-18,1,favorable,positive,false
B28644,"Temos sinais evidentes de que a pandemia está melhorando, com redução em vários indicadores. 🙏 Vê só: \n\n🔟 O Recife está há dez dias seguidos sem notificação de óbitos por covid-19;",2022-03-28,0,,,
B28254,"Movimentos feministas protestam em frente à Comissão da Mulher contra o Estatuto do Nascituro, que quer retroceder no direito ao aborto legal. Crianças, vítimas de violência sexual, não podem ser forçadas a manter gravidez indesejada.Isso é uma grave violação de Direitos Humanos. ",2022-12-07,0,,,
D607,"Importante o posicionamento do presidente da Anvisa ao cobrar retratação de Bolsonaro por insinuar ""interesses"" da instituicão na defesa da vacinacao infantil. Bolsonaro aposta na desinformação e tenta deslegitimar quem defende a vida!",2022-01-09,1,favorable,negative,true
B29851,"Estive na Fundação  Cecon para informar que nossa emenda no orçamento federal desse ano foi aprovada. \n\nO hospital especializado no tratamento do câncer no Amazonas irá receber R$ 1 milhão para compra de equipamentos para o centro tecnológico.\n#saude #zericardoam #Homemdakombi ",2022-02-17,0,,,
D688,"Comemoro os R$ 9,8 milhões do novo acelerador linear que já foram empenhados para o Hospital Napoleão Laureano. Este ano, o trabalho continua, vamos ultrapassar os R$ 10 milhões em emendas nossas. Essa é uma luta incessante pela vida e contra o câncer.",2022-01-21,0,,,
B27861,"Você que é empreendedor, está por dentro das regras do Código Sanitário do seu estabelecimento?  \n\nVeja como o Descomplica pode ajudar você a ficar com o alvará sanitário em dia. ⬇️✅ ",2022-03-22,0,,,
D1024,"@VEJA @radaronline Esse é o vaganundo que dizia que mostrar o cartão de vacinação agrediria sua intimidade?",2022-01-03,1,unclear,negative,false
D1021,"Começou tudo de novo... Culpa não apenas dos negacionistas, mas da sociedade capitalista que se preocupou em VENDER a vacina quando ela DEVERIA TE SIDO DISTRIBUÍDA gratuitamente pra absolutamente todos os povos da terra. ",2022-01-06,1,favorable,negative,false
D921,"A UEA já suspendeu atividades presenciais devido o aumento de casos de covid no AM. E as escolas estaduais e municipais, como ficam com a volta às aulas? A vacinação das crianças não começou ainda. E sem previsão. Seria bom a Prefeitura de Manaus e Governo agir também",2022-01-14,1,favorable,negative,true
B29717,"Suprema Corte dos EUA quer retirar direito ao aborto.\n\nContra isso, milhares de mulheres e homens saíram às ruas para protestar.\n\nNo capitalismo, infelizmente, nenhum direito está garantido. \n\nAborto é saúde pública. Lutamos pela legalização em todo mundo!\n\n#abortionrights ",2022-05-04,0,,,
D1137,"E meu medo de agulha foi pro espaço nessa pandemia… Dose de reforço no braço✅💉 xô 🦠 ",2022-01-13,1,favorable,positive,false
B28087,"LUTO: Mariana Merlo Nascimento, revelação do ciclismo capixaba, tem “mal súbito” e morre aos 27 anos.\nSó mais um coincidência.  ",2022-01-15,1,unfavorable,negative,false
D1229,"🐶🐱 Alôô, Itaqui-Bacanga: a vacinação de nossos pets tá chegando aí! ",2022-01-07,0,,,
D177,"@Trom_Petista Parabéns querido e leal companheiro ! Torcemos por sua eleição que será um grande reforço para nossas lutas e para #LulaPresidente13",2022-05-06,0,,,
B30043,"Uma idosa de 110 anos tomou vacinas e se recuperou. Se alguém de 74 anos decidiu não tomar... bem. Fez sua escolha.\n ",2022-01-25,1,favorable,negative,false
D1185,"O principal objetivo é a iluminação, mas ela vai trazer também tecnologia, novos desenhos para os postes, e novas formas modernas de iluminação, que vão influenciar na paisagem da cidade e trazer economia para o município.",2022-05-11,0,,,
B30471,"As crianças de 3 a 5 anos já podem se vacinar contra covid-19 em Belém. A vacinação está sendo feita EXCLUSIVAMENTE nas 52 unidades básicas de saúde com o imunizante Coronavac. Proteja as crianças! \n\n#GovernoDaNossaGente ",2022-07-19,1,favorable,positive,true
D952,"Carnaval ‘é incompatível com medidas sanitárias’: Dunkerque cancela festa pelo 2° ano consecutivo ",2022-02-07,0,,,
D475,"Reflexão sobre a vacina. Fato que aconteceu com o paizinho❤️ vídeo completo em:  ",2022-02-15,1,unclear,positive,false
D350,"ESCÂNDALO! Documento da área técnica do TCU aponta ""indícios robustos"" de fraude em licitações de produção de cloroquina feitas no governo Bolsonaro. Roubaram vacina, roubaram cloroquina e mataram muita gente!",2022-02-18,1,unclear,negative,false
D955,"Entenda por que algumas escolas não vão exigir comprovante de vacinação contra Covid ",2022-01-31,1,unclear,unclear,true
B30250,"Mais eficiente que máscara, Lockdown e vacina contra Covid é a festa de São João.\nClaro que todos já esperam um aumento de infecção viral após as festas, então não me venham com história de medidas restritivas para eu não ser deselegante.",2022-06-21,1,unfavorable,negative,false
D561,"Hoje é o Dia Nacional pela Redução da Mortalidade Materna, e no último ano o Brasil teve o aumento de quase 80% do número de gestantes mortas. As vítimas são majoritariamente mulheres negras e revelam a misoginia e o racismo que se aprofundou na gestão de Bolsonaro. É gravíssimo!",2022-05-28,0,,,
D1320,"Repito que são apenas recomendações por estarmos vivendo um outro momento, muito diferente de quando não havia vacina. Acredito na ciência e a maioria do povo carioca também, isso se comprova através de um dos maiores índices de vacinação do mundo em nossa cidade. (6/8)",2022-06-02,1,favorable,positive,false
B28786,"A GUERRA já começou! Rússia quer DESMILITARIZAR a Ucrânia — obrigar os soldados a entregarem as armas.\nPutin diz q vai remover os nazistas — mentira! A Ucrânia não é nazista, o presidente é judeu. Diferente da Rússia, a Ucrânia é uma DEMOCRACIA.\nImagens de Kiev. ",2022-02-24,0,,,
D173,#VacinaSalva,2022-06-19,1,favorable,positive,false
D1245,"No Congresso vamos derrubar vetos de Bolsonaro, como os feitos à política de saúde menstrual, quebra de patentes de vacinas e à garantia de direitos de servidores da Eletrobras em caso de privatização. #derrubavetosdebolsonaro #ForaBolsonaroGenocida #ForaBolsonaroVagabundo",2022-02-08,1,favorable,negative,false
D103,"Agradeço o compromisso de todos os soteropolitanos e faço um apelo para que as pessoas que ainda não foram se vacinar também façam sua parte. Vacinas salvam vidas e isso tem sido fundamental para enfrentarmos essa pandemia. 🙏🏼",2022-01-19,1,favorable,positive,false
D542,"A partir dessa verba, a Fiocruz abriu chamada pública para edital que selecionou dezenas de iniciativas de enfrentamento à pandemia da COVID-19 e seus efeitos nas favelas. Seguimos firmes para q os impactos das crises sanitária e social sejam minimizados nas favelas e periferias!",2022-08-11,0,,,
D839,"Bom dia! Logo mais, às 10h, estarei no Humaitá reforçando o mutirão de limpeza A gente vive, A gente cuida. O início será na rua Frederico Mentz esq. rua Dona Teodora, seguindo a Adelino Machado de Souza. Depende de cada um de nós o esforço para se construir uma cidade melhor.",2022-10-15,0,,,
B30372,"DIGA NÃO AO ROL TAXATIVO DA ANS‼️ \n\nEm respeito às nossas crianças, idosos, pessoas com Síndrome de Down, Autismo ou qualquer tipo de deficiência NÃO podemos aceitar que o @STJnoticias permita que os Planos de Saúde recusem ainda mais os atendimentos aos consumidores. ",2022-02-23,0,,,
B30393,"Como pode o senador da maus caminhos dizer que salvou vidas com vacinas, se ele não colocou um centavo para comprá-las? Pior, ainda é acusado de ser membro da quadrilha que roubou a saúde do povo amazonense. \nMinha gente, agora é a hora de renovar. Compara e comprova. ",2022-08-30,1,favorable,negative,false
D1038,"@_hsltts Olá, sou Orlando Silva, deputado federal. Fui relator da Lei de Migrações, que garante acolhida humanitária, da Lei Geral de Proteção de Dados e do PL de Combate às Fake News. Apenas 2 deputados de SP são negros, sou um deles. Se puder, me ajude a continuar nessa batalha!",2022-10-01,0,,,
D1136,"Esse negócio de tomar as duas vacinas ontem, gripe num braço, COVID noutro, me deixou sem posição de dormir. Todo lado dói. Ó vida, ó azar.",2022-01-14,1,favorable,negative,false
D540,"Notícia boa: + de 60 mil doses aplicadas no Dia D de multivacinação! Desde 2019, não atingimos a meta de cobertura vacinal e é bom lembrar que precisamos chegar a 95% de crianças vacinadas no país para que elas estejam imunes a doenças, como a paralisia infantil. Vamos vacinar!",2022-08-22,1,favorable,positive,false
D818,"Desde então, a vacinação de nossa gente tem sido nossa maior prioridade e, com muito trabalho e dedicação, avançamos pelos demais públicos, contornando dificuldades e renovando nossas esperanças e fé em dias melhores.",2022-01-17,1,favorable,positive,false
D1335,"Marion e David foram os dois primeiros carioquinhas vacinados hoje.  Que momento lindo e emocionante.  Vamos proteger nosso futuro!  Vacinem seus filhos!  Estive lá acompanhado dos secretários @danielsoranz e @ferreirinharj ",2022-01-17,1,favorable,positive,true
B29304,"✅ Atualização do calendário de vacina e prevenção de doenças entre o público de até 5 anos de idade;\n\n✅ Implementação de uma rede de proteção integral na primeira infância, promovendo o atendimento integrado e integral de crianças;",2022-12-01,1,favorable,positive,true
D1108,"Bom dia, pessoal. Um recado importante para as mulheres de Macapá. Procurem a carreta móvel do SESC na Capela Santa Terezinha do Menino Jesus pra colocar os exames de mamografia e PCCU em dia, pra prevenir o câncer de mama e do colo do útero. A saúde é nosso bem mais precioso.❤ ",2022-01-26,0,,,
D977,"A primeira foi o massacre do Jacarezinho em 2021, que deixou 28 mortos. Operações que escancaram a urgência de debatermos mais profundamente a segurança pública em nosso país.",2022-05-25,0,,,
D1367,"Depois de 2 anos de muita luta, nenhum registro de internação por COVID19, na rede pública de saúde de Palmas. Foi um duro combate contra o vírus e a desinformação. Hoje celebramos a vida e um pouco de liberdade em nossa rotina. Um dia de cada vez… vamos q/ vamos! #VacinaSalva ",2022-03-28,1,favorable,positive,false
D1010,"@filgmartin Vc disse aborto? ",2022-10-29,0,,,
D1330,"Atendendo recomendação do comitê científico da prefeitura do Rio, edição extra do Diário Oficial nessa tarde libera do uso de máscaras em espaços abertos e fechados na cidade do Rio de Janeiro. Quando atingirmos 70% na dose de reforço, acaba tb o passaporte da vacinação. ",2022-03-07,1,favorable,positive,false
D1409,"Depoimentos que reforçam a importância da vacinação das crianças contra a Covid-19 🙏✨💉 ",2022-01-20,1,favorable,positive,true
C1853,"Argentina depois da legalização do aborto e agora a ""linguagem neutra""... projetos que EM NADA ajudaram o país a sair da miséria e esquerdopatia em que se encontra. ",2022-08-03,0,,,
